10000 481 321
207 45 5000 5
302 231 5000 0
311 265 5000 5
106 222 5000 2
259 258 5000 4
38 121 879 1
90 132 4492 4
81 172 5000 0
470 88 2876 5
363 159 5000 5
2 281 1880 5
1 108 279 2
258 190 199 0
258 254 5000 4
180 137 5000 1
119 193 5000 3
267 235 5000 1
95 305 5000 3
224 109 5000 3
244 71 5000 1
259 138 5000 1
88 25 5000 5
300 72 5000 4
280 103 5000 5
231 81 5000 1
353 0 336 1
432 197 5000 4
219 188 5000 3
234 154 5000 4
124 5 2076 2
328 107 5000 0
258 34 45 1
332 168 5000 3
315 159 5000 2
263 138 4100 4
298 247 5000 5
211 25 4973 3
219 285 5000 5
347 210 5000 2
245 319 5000 2
231 237 5000 4
140 287 5000 2
191 80 5000 1
468 283 4515 3
285 191 5000 3
253 44 5000 3
128 128 5000 3
273 302 3061 2
333 272 5000 5
308 206 1714 0
421 10 2007 2
144 99 5000 2
275 120 5000 1
214 52 5000 3
305 72 5000 2
26 93 5000 3
41 80 37 0
205 307 2709 4
370 67 5000 3
37 278 5000 2
160 21 3376 2
138 82 5000 3
219 227 337 3
291 192 5000 3
161 115 5000 4
203 196 5000 5
380 255 5000 2
259 232 3492 1
468 25 5000 5
335 60 5000 1
270 40 5000 0
146 81 5000 2
60 129 1580 2
33 191 5000 2
257 115 5000 3
11 67 3063 1
23 119 5000 3
260 80 5000 3
252 198 5000 1
76 286 5000 0
21 236 5000 0
336 159 5000 0
249 201 3751 2
294 21 669 2
104 110 3487 4
107 205 5000 1
314 254 5000 1
251 265 5000 0
38 288 5000 2
155 293 5000 2
163 10 2821 1
298 190 2123 0
11 230 1498 5
157 32 1949 1
393 89 5000 2
174 32 215 5
134 173 5000 4
59 259 5000 2
258 78 5000 3
237 231 3125 5
346 74 5000 5
208 210 5000 3
235 161 5000 0
331 232 5000 5
452 203 5000 3
457 285 1769 1
294 289 5000 4
44 4 22 0
480 205 5000 4
314 20 3911 1
37 285 5000 1
153 46 4014 0
85 58 2574 0
92 204 5000 1
299 316 5000 3
78 20 1474 1
409 69 5000 4
462 159 5000 0
468 12 4152 5
215 79 5000 5
96 248 5000 3
256 253 5000 3
229 74 5000 1
222 245 5000 5
423 34 5000 0
349 183 5000 2
362 78 5000 1
98 79 1350 0
169 304 5000 0
280 101 5000 2
249 116 5000 1
228 191 5000 5
45 282 5000 5
228 242 5000 4
147 71 5000 4
321 25 5000 1
172 82 5000 2
76 269 1435 1
442 273 242 2
356 1 764 2
313 203 1814 2
46 105 3005 3
75 231 5000 4
295 32 1713 2
480 81 5000 2
234 135 5000 0
189 39 5000 4
372 272 5000 1
130 109 5000 0
129 201 5000 1
11 180 5000 5
448 51 5000 5
431 207 5000 0
191 269 5000 3
278 212 5000 4
383 81 5000 0
354 98 5000 2
278 75 5000 0
237 314 5000 3
298 141 5000 1
425 304 3011 5
333 316 5000 2
458 79 5000 5
33 89 2058 2
122 88 5000 1
321 13 4283 5
245 175 5000 2
278 218 1706 1
381 314 4015 0
68 52 5000 1
165 304 5000 3
66 42 3982 3
331 161 5000 0
180 10 2381 5
297 47 1694 5
383 106 5000 1
434 298 4034 2
428 180 4059 0
216 317 5000 4
88 220 5000 2
190 138 5000 1
448 309 5000 0
106 12 3985 4
443 287 5000 4
429 228 5000 1
171 15 2691 4
442 312 5000 0
216 191 5000 2
142 272 5000 1
67 93 648 5
138 265 5000 4
11 158 4957 5
261 96 5000 4
12 11 2773 3
80 210 5000 0
125 83 4188 3
261 210 4636 5
223 127 5000 1
75 127 5000 2
153 87 5000 2
428 30 1762 4
457 55 5000 0
353 303 5000 2
374 81 5000 4
310 58 2736 2
127 221 5000 2
25 83 119 5
459 47 5000 4
212 314 5000 4
217 278 5000 3
14 306 5000 5
353 271 5000 3
121 71 645 2
155 39 5000 4
106 102 5000 0
168 236 5000 2
3 152 1168 5
226 147 5000 3
100 97 5000 0
169 24 5000 5
412 248 5000 4
297 53 5000 3
127 269 5000 4
374 35 5000 1
75 91 2535 2
356 43 5000 0
393 277 5000 3
433 75 3520 5
134 15 3753 3
421 75 5000 0
436 310 4976 1
113 290 5000 3
398 237 5000 5
357 123 5000 5
178 155 5000 3
405 78 5000 3
3 240 3838 0
4 190 5000 0
61 272 5000 1
312 3 1512 5
168 84 5000 5
42 43 365 4
154 75 5000 1
285 157 5000 2
135 308 5000 2
433 14 4574 1
261 16 4962 2
191 217 5000 3
2 240 5000 3
94 170 5000 5
26 304 5000 4
391 275 5000 2
416 40 5000 3
110 290 4403 5
0 53 5000 3
249 273 4064 4
308 115 5000 5
352 173 5000 5
74 207 5000 3
228 183 5000 0
123 15 4664 4
128 97 5000 3
273 187 199 4
234 124 5000 0
214 238 5000 4
435 219 3691 0
478 181 5000 3
84 302 1354 0
91 219 5000 3
220 32 5000 0
248 154 5000 0
432 46 5000 0
25 51 5000 1
464 257 2373 4
206 139 5000 2
462 282 37 2
94 188 5000 2
410 188 5000 0
32 311 5000 5
354 304 5000 2
359 160 599 1
473 303 1316 1
134 129 5000 2
443 226 5000 3
409 257 5000 0
62 318 3380 3
245 258 5000 2
202 92 5000 1
416 88 5000 3
222 236 5000 0
444 235 30 3
172 273 411 3
140 217 5000 0
370 236 5000 0
172 140 5000 1
256 217 5000 2
15 90 4224 0
341 97 5000 0
419 221 5000 4
360 258 5000 1
130 128 5000 1
15 256 5000 2
464 227 5000 4
341 32 5000 2
117 31 3743 3
14 138 223 2
75 286 5000 3
325 271 5000 4
60 304 5000 4
416 173 5000 0
356 172 5000 4
339 240 5000 1
474 4 1993 1
120 271 1531 4
234 305 5000 3
406 45 5000 2
422 1 821 3
254 36 5000 2
248 84 5000 2
199 205 5000 2
417 310 5000 2
458 180 490 4
216 313 1165 2
137 73 5000 5
46 53 192 2
237 271 5000 0
23 88 5000 0
292 112 5000 2
39 207 3070 5
153 41 1771 0
253 208 5000 2
388 150 5000 2
41 130 5000 2
67 200 5000 0
278 185 5000 4
398 252 5000 3
419 107 5000 2
454 110 5000 0
97 250 5000 2
142 66 5000 4
456 221 4000 1
308 7 2798 2
24 87 709 5
369 50 5000 4
79 252 5000 4
251 142 5000 4
438 168 3295 4
130 161 5000 2
131 40 3304 1
14 42 1533 5
106 163 5000 2
256 294 3388 4
235 68 5000 1
101 50 5000 2
43 38 1703 4
330 79 5000 1
431 197 5000 1
424 257 5000 1
74 290 5000 4
221 63 5000 5
303 313 5000 1
335 84 5000 0
255 154 5000 5
419 204 5000 2
203 222 5000 5
129 79 5000 0
189 269 5000 0
38 225 5000 2
413 275 94 2
233 208 5000 0
256 7 2766 5
23 232 667 1
429 75 5000 4
214 279 5000 5
125 7 2691 3
17 132 508 2
197 41 2720 1
380 209 5000 4
62 201 5000 5
447 122 3590 4
401 147 5000 3
113 221 5000 3
346 275 5000 1
34 25 193 4
419 271 5000 3
296 35 5000 3
199 178 5000 2
393 93 3888 2
227 186 5000 2
33 50 5000 3
87 310 2678 1
252 122 5000 3
259 36 3796 3
164 183 5000 0
43 223 5000 0
213 308 5000 2
211 112 5000 0
453 268 5000 5
276 266 5000 3
330 37 3789 2
102 292 5000 5
126 220 5000 4
274 44 5000 3
295 47 648 5
331 320 5000 3
48 304 3986 0
96 178 5000 2
215 242 5000 2
415 13 463 2
469 177 215 1
414 99 5000 4
21 210 614 1
456 15 328 3
468 128 5000 3
261 116 5000 3
106 77 1820 3
296 139 5000 5
441 272 4427 3
270 134 5000 5
349 11 920 3
227 112 5000 0
342 259 5000 2
371 128 5000 2
183 62 5000 0
428 34 5000 1
194 97 5000 5
470 110 3591 2
224 218 5000 3
466 147 2860 0
466 225 5000 5
244 230 5000 5
238 261 5000 1
202 303 5000 2
131 265 5000 1
248 234 5000 3
435 116 5000 4
135 143 5000 3
335 55 5000 0
316 320 5000 5
111 203 5000 0
425 271 5000 1
175 230 5000 1
462 85 5000 4
285 156 5000 2
300 41 5000 3
144 67 5000 4
398 52 5000 2
43 194 5000 5
135 219 5000 1
327 288 5000 1
479 171 5000 0
280 242 5000 3
69 280 1855 5
216 152 5000 2
329 81 5000 1
237 233 5000 0
71 61 5000 1
89 75 5000 1
451 208 3240 3
469 119 5000 0
37 13 4177 5
225 83 5000 3
147 75 5000 1
269 226 5000 4
82 80 5000 0
100 19 1699 2
42 45 1950 1
46 294 5000 2
122 177 5000 0
466 231 5000 5
134 244 5000 2
162 72 5000 4
289 271 5000 3
94 129 5000 0
436 65 2876 2
23 172 5000 2
347 253 5000 2
76 203 5000 3
202 182 5000 4
284 12 4067 3
464 66 4405 4
428 47 4266 2
96 115 5000 4
70 54 5000 0
81 245 5000 1
83 129 5000 5
413 295 2087 4
99 158 5000 0
107 295 5000 3
151 6 1771 1
182 103 5000 2
94 178 5000 5
286 251 5000 1
373 79 5000 4
277 76 5000 3
419 319 2167 5
366 133 5000 4
171 25 5000 5
60 244 5000 4
425 98 5000 4
324 1 735 1
182 124 5000 3
96 273 5000 3
305 61 570 5
291 191 2725 4
310 298 5000 3
292 216 5000 3
179 269 5000 0
440 143 5000 4
286 217 2388 1
280 51 5000 3
98 36 83 5
153 261 5000 0
107 223 5000 0
80 316 5000 4
17 91 63 1
155 204 5000 4
118 132 5000 4
60 59 5000 5
474 121 1537 0
46 23 2470 4
471 31 5000 0
195 161 5000 1
106 256 4198 0
0 149 3968 4
15 300 5000 3
8 80 84 2
95 200 5000 1
470 37 4811 2
326 304 5000 2
458 58 5000 3
294 199 5000 5
48 146 5000 2
140 21 4222 5
82 101 5000 5
407 302 639 5
467 35 5000 3
375 266 5000 0
243 232 5000 0
22 141 5000 0
85 282 5000 5
350 301 5000 0
341 63 73 4
75 270 5000 2
327 233 5000 4
352 211 5000 2
459 156 5000 4
299 271 5000 1
189 55 5000 2
392 181 5000 1
234 113 5000 4
181 128 5000 0
140 182 5000 1
353 237 5000 5
472 18 5000 0
330 254 5000 0
362 179 5000 5
109 306 5000 3
309 274 5000 0
219 210 5000 1
91 8 414 5
344 319 5000 5
444 256 4225 5
255 120 5000 3
442 18 684 2
163 25 5000 3
186 105 5000 4
23 3 1287 5
3 44 4817 0
454 83 5000 3
348 237 5000 0
189 132 5000 2
410 184 5000 4
174 164 5000 3
69 141 3389 4
172 244 5000 3
28 293 5000 3
111 182 5000 0
169 285 2443 2
109 195 5000 2
122 22 2047 4
21 20 34 4
62 293 3850 0
129 285 5000 2
472 88 5000 2
269 292 4274 4
462 300 5000 1
33 97 2664 1
252 318 5000 5
253 164 5000 4
47 61 2050 4
43 173 5000 2
78 103 629 1
202 120 5000 0
365 83 5000 4
119 282 5000 2
42 155 5000 1
277 22 577 3
150 196 5000 0
5 85 5000 4
274 81 5000 2
5 234 5000 4
33 169 5000 5
151 296 5000 5
222 54 5000 1
291 122 5000 1
352 83 5000 3
365 225 5000 2
4 182 5000 1
237 20 299 3
322 98 5000 0
183 300 5000 2
104 184 5000 0
269 234 5000 1
391 296 726 4
194 209 5000 3
264 264 5000 5
36 201 5000 4
177 282 5000 1
441 154 5000 4
215 211 5000 3
454 290 4072 1
77 245 5000 0
115 148 5000 0
407 287 5000 4
437 27 5000 5
424 312 5000 0
3 152 1168 0
264 198 645 5
45 104 209 0
357 172 3535 5
9 122 4986 3
124 93 5000 0
395 291 4141 3
417 169 5000 4
39 177 5000 3
454 75 500 4
453 147 3241 1
16 241 5000 2
315 293 5000 4
147 179 5000 1
293 204 5000 2
373 20 5000 0
225 193 5000 0
37 246 5000 1
148 175 5000 0
435 212 5000 0
409 133 5000 3
105 272 5000 0
371 140 5000 3
174 94 5000 3
143 277 5000 2
13 306 5000 0
135 256 5000 0
180 118 5000 2
78 76 5000 4
256 155 5000 0
424 3 1601 0
427 189 1522 5
405 218 5000 3
89 118 2625 2
36 107 4014 0
121 137 5000 1
436 151 609 1
383 166 5000 5
455 144 492 3
240 212 5000 4
315 47 5000 2
288 298 5000 5
445 127 500 4
162 316 2870 2
65 183 5000 1
383 36 3404 0
223 219 5000 2
112 105 5000 5
335 55 5000 1
236 58 5000 5
118 194 5000 1
111 203 5000 5
160 8 3014 2
338 141 5000 2
115 16 4906 2
242 222 5000 1
226 130 5000 4
473 273 4206 2
256 105 5000 0
422 209 5000 5
225 314 5000 1
274 197 5000 3
34 179 5000 2
207 57 5000 5
374 18 5000 4
54 4 1684 5
138 205 5000 2
431 245 741 4
478 144 4515 1
36 85 493 2
231 68 5000 0
136 261 5000 0
331 276 5000 5
227 216 5000 3
330 253 5000 3
83 185 5000 2
427 306 5000 0
429 262 2240 5
398 192 5000 0
426 86 3407 1
367 88 5000 4
425 99 5000 1
369 151 5000 4
77 31 312 3
220 233 5000 5
448 163 5000 3
318 282 5000 5
332 50 4635 5
376 150 5000 3
394 98 5000 0
88 135 2739 0
46 304 5000 1
1 37 3671 4
243 104 5000 1
188 309 5000 2
233 71 5000 4
35 211 5000 3
303 142 5000 5
229 95 5000 5
320 175 5000 3
333 229 5000 3
211 61 5000 0
359 280 5000 2
22 240 5000 2
372 92 5000 2
318 126 5000 5
309 302 5000 1
12 309 5000 0
387 256 5000 4
112 62 5000 5
192 166 5000 0
177 47 5000 0
447 255 3917 1
217 313 1164 5
29 22 5000 1
282 148 5000 2
222 11 1931 3
311 184 5000 0
125 276 5000 4
365 181 5000 3
284 295 5000 3
297 187 2123 3
399 201 99 0
317 20 5000 5
132 97 5000 0
391 248 5000 2
150 166 5000 0
430 207 5000 5
405 217 5000 2
467 150 5000 4
393 246 5000 5
40 229 5000 3
461 251 5000 3
167 122 5000 0
275 289 5000 4
186 34 5000 0
435 40 2444 0
56 304 481 5
326 67 3239 2
288 142 5000 2
335 211 5000 0
265 238 3002 4
18 185 2395 0
370 268 5000 1
116 198 5000 2
256 275 5000 5
87 83 5000 1
223 28 5000 4
166 277 5000 2
429 265 5000 3
29 209 1463 3
423 292 1113 4
64 36 1833 5
409 16 5000 0
355 86 5000 1
50 277 5000 5
422 255 5000 3
331 93 5000 4
214 163 5000 0
320 246 5000 3
246 180 5000 2
263 244 5000 4
384 236 5000 0
135 55 5000 1
122 310 5000 5
220 266 4638 4
480 38 5000 4
463 302 5000 4
208 31 5000 1
364 207 5000 4
8 89 5000 5
178 314 4635 2
255 53 5000 0
410 249 5000 0
251 184 5000 3
195 131 5000 3
261 86 5000 5
193 218 5000 2
169 173 5000 0
7 50 2154 4
106 238 5000 3
390 116 1412 2
106 113 5000 2
347 184 5000 3
94 140 5000 4
280 178 5000 1
85 76 982 4
178 14 3497 4
306 146 5000 3
275 271 5000 0
289 281 5000 4
370 290 3124 2
124 216 5000 2
44 8 2654 2
42 231 5000 3
28 137 365 1
468 131 5000 1
231 286 663 1
73 98 905 2
346 313 5000 4
375 3 1137 1
393 296 5000 3
188 196 5000 4
357 117 5000 3
126 52 2053 1
12 221 5000 4
15 307 5000 1
380 111 5000 1
429 139 5000 0
403 20 5000 1
318 240 5000 2
113 285 5000 1
335 21 1035 2
101 144 5000 4
85 244 5000 2
352 84 5000 2
135 242 5000 5
181 44 4254 0
318 252 5000 0
31 307 5000 2
357 214 5000 2
99 23 5000 1
320 117 5000 5
433 22 5000 2
156 112 5000 5
331 6 2519 1
461 253 3831 4
191 232 5000 1
402 28 5000 5
190 304 5000 2
368 60 5000 1
359 276 5000 0
446 153 5000 4
219 277 5000 4
439 257 1691 0
435 60 40 2
410 192 5000 2
449 292 5000 0
393 63 5000 1
117 174 5000 0
50 12 3972 4
168 278 5000 0
201 270 4746 1
177 259 5000 5
477 60 2116 4
116 310 1929 3
365 243 5000 3
18 23 571 4
101 43 5000 3
396 102 5000 5
371 36 5000 2
422 123 2162 0
420 126 5000 3
18 6 2350 5
318 201 5000 0
106 273 5000 0
283 136 5000 3
8 18 5000 2
282 310 3854 5
81 206 5000 0
396 189 5000 0
166 34 5000 2
112 206 5000 1
84 257 5000 4
105 53 2868 0
446 171 744 0
256 13 4259 3
18 240 5000 1
306 2 1122 5
389 54 5000 4
442 315 3390 1
281 58 5000 1
146 54 5000 4
235 65 5000 3
380 58 5000 3
1 249 5000 4
383 86 5000 0
170 60 5000 0
292 195 4647 2
332 213 5000 2
460 1 852 2
166 55 5000 5
413 252 5000 2
471 189 4714 4
460 226 5000 5
4 185 5000 4
57 194 5000 0
81 269 217 0
156 134 5000 5
57 34 1815 1
243 183 5000 5
366 300 5000 0
254 75 5000 5
29 114 3850 2
432 22 5000 5
209 271 2963 5
11 185 5000 2
269 318 5000 5
64 2 917 0
188 28 5000 3
336 145 5000 2
197 74 5000 0
196 308 5000 2
259 78 5000 2
116 130 5000 4
77 297 1301 1
306 110 5000 5
371 130 5000 3
194 90 5000 2
27 153 1058 5
338 146 5000 2
20 99 3753 4
3 226 5000 2
113 248 5000 5
288 218 5000 4
360 44 5000 5
266 40 5000 0
280 205 5000 3
209 40 3027 2
408 5 460 5
218 7 1304 0
369 242 5000 1
179 215 5000 5
479 285 452 3
191 86 5000 2
86 318 4424 1
101 247 5000 2
153 123 5000 2
210 203 5000 4
242 283 5000 4
397 234 5000 3
52 221 5000 4
137 107 5000 5
198 2 1030 1
358 23 5000 3
136 103 5000 3
363 9 3394 0
465 9 3450 4
409 69 5000 1
232 287 5000 3
5 189 5000 1
475 252 672 3
205 135 5000 4
67 103 5000 0
145 316 5000 0
455 313 4247 3
356 164 5000 5
156 127 5000 3
109 27 4914 3
400 134 5000 3
17 231 5000 5
162 317 3482 5
106 75 5000 1
167 89 5000 3
405 23 1760 3
111 58 5000 3
217 59 5000 4
394 66 5000 2
126 157 5000 3
230 282 1058 1
63 259 5000 2
356 135 5000 4
295 114 5000 1
354 166 5000 2
134 88 5000 1
211 93 5000 4
62 177 5000 4
391 298 1464 3
346 259 5000 4
190 39 5000 0
88 13 2664 5
348 192 5000 3
441 69 5000 2
348 17 3814 1
102 135 5000 4
152 158 5000 0
358 303 5000 3
137 78 5000 2
365 130 5000 2
84 269 5000 3
49 250 5000 2
206 131 5000 1
93 132 4141 4
111 167 5000 0
137 99 5000 4
315 173 5000 1
256 276 5000 2
420 169 2420 0
80 33 5000 4
464 229 3851 0
118 0 116 0
449 215 2394 5
272 143 5000 5
241 79 5000 0
159 164 5000 5
69 129 5000 4
328 96 5000 2
298 241 5000 4
57 214 5000 4
408 154 614 0
398 138 4873 4
405 234 5000 5
187 261 5000 1
393 175 5000 2
1 231 5000 3
206 26 4645 4
284 92 5000 0
4 204 5000 5
450 130 5000 5
384 30 5000 5
412 11 3917 5
430 314 5000 0
288 199 3030 0
263 174 5000 2
153 244 2778 0
402 133 5000 4
315 95 5000 1
294 160 5000 1
204 97 5000 0
386 126 5000 4
395 203 5000 3
199 223 4005 2
360 48 5000 1
419 90 5000 0
336 120 5000 1
241 223 5000 5
73 74 3497 0
229 56 5000 2
337 279 5000 4
54 296 5000 2
374 300 5000 5
9 195 5000 5
176 59 5000 5
70 227 5000 4
242 271 5000 1
341 103 5000 0
184 318 5000 2
442 91 4256 1
300 82 5000 5
108 193 5000 3
348 167 5000 0
476 301 5000 5
100 285 5000 1
97 94 5000 1
65 188 5000 2
468 231 5000 1
4 82 1324 3
119 226 5000 3
393 167 5000 4
175 196 5000 5
456 303 2765 1
28 306 5000 5
346 232 5000 5
144 3 1376 1
149 250 5000 1
445 183 4741 5
46 205 5000 2
57 236 5000 5
208 166 5000 3
382 181 5000 2
208 167 5000 2
241 173 5000 2
367 130 5000 1
200 209 5000 0
118 238 5000 2
478 193 4540 0
177 155 5000 4
447 200 1722 1
125 166 5000 2
189 299 5000 4
363 297 5000 2
144 14 4425 2
168 175 5000 5
439 285 5000 0
120 174 5000 5
185 122 5000 4
400 240 5000 0
303 262 5000 5
333 262 5000 5
162 102 5000 4
385 224 5000 4
164 111 5000 1
87 239 5000 3
305 99 5000 5
78 54 5000 1
362 290 5000 0
235 53 5000 1
42 303 1069 1
149 311 5000 3
81 181 5000 1
394 92 5000 1
396 29 217 3
412 58 4968 4
369 171 5000 1
76 150 5000 1
437 46 5000 4
172 120 5000 2
79 63 3012 5
181 57 5000 0
257 5 1791 3
70 98 1810 4
82 97 5000 1
154 181 5000 1
315 131 5000 1
326 285 5000 1
374 83 5000 3
186 67 5000 1
3 308 487 2
271 120 5000 0
14 234 5000 3
393 193 1775 0
320 208 471 0
24 132 5000 3
318 207 5000 4
22 188 5000 5
389 47 5000 3
158 303 5000 3
2 4 1276 0
141 180 5000 1
266 47 5000 4
285 134 5000 3
276 125 5000 4
1 128 5000 5
300 297 5000 2
298 7 1232 4
200 64 5000 3
207 62 5000 1
1 73 2153 4
453 144 2661 5
322 90 5000 1
199 214 5000 0
316 103 5000 3
320 11 3876 2
454 285 4070 0
203 243 5000 1
372 314 5000 5
457 0 428 1
87 222 5000 2
112 118 5000 1
13 212 5000 5
453 298 5000 1
413 85 5000 1
21 286 5000 2
415 45 2157 2
363 145 5000 0
115 233 5000 2
1 48 4811 0
43 102 5000 4
51 312 1115 1
321 242 5000 0
439 8 3175 0
211 253 1078 5
70 262 4713 1
289 136 5000 1
175 192 5000 5
464 55 5000 0
13 269 3069 1
346 168 5000 1
295 44 3387 1
277 121 5000 3
86 150 5000 3
244 234 5000 3
202 187 5000 5
451 278 5000 1
229 23 5000 5
418 282 3794 2
35 286 5000 4
225 282 5000 2
344 7 2820 1
146 72 5000 4
94 75 5000 4
431 75 5000 1
156 262 5000 4
467 311 5000 3
62 70 4931 0
445 120 5000 1
366 274 5000 5
421 102 5000 2
349 275 5000 3
309 306 5000 0
419 232 5000 3
256 78 5000 2
396 305 5000 0
455 94 1576 2
434 23 1926 3
339 50 5000 5
63 184 5000 3
385 167 5000 4
200 310 3488 1
404 110 662 4
229 242 5000 2
477 188 5000 4
330 253 5000 3
473 157 5000 3
335 315 5000 3
294 278 5000 3
301 190 5000 2
276 34 5000 2
356 93 5000 3
392 212 5000 5
22 122 5000 2
170 146 5000 5
126 253 5000 4
468 315 5000 0
442 301 2573 5
155 257 5000 0
45 184 5000 1
426 132 1733 5
86 21 5000 5
182 269 5000 4
168 179 5000 3
315 155 5000 1
32 88 5000 2
383 299 5000 1
451 150 5000 5
311 71 5000 1
182 263 5000 4
86 135 3083 0
53 158 5000 1
445 316 5000 5
196 72 5000 0
405 193 5000 5
318 73 5000 0
287 258 5000 1
283 267 5000 4
308 263 5000 3
399 56 5000 4
186 132 5000 4
212 263 3796 4
240 84 5000 1
299 237 5000 4
248 171 5000 4
184 82 5000 2
275 229 5000 0
397 245 5000 4
444 80 1858 4
306 74 5000 1
443 104 3062 3
223 185 3539 2
330 152 5000 3
206 311 5000 2
354 109 5000 3
402 171 5000 1
460 70 3594 4
462 42 1152 3
351 297 5000 2
5 104 5000 0
231 279 2667 0
390 199 3543 3
272 132 5000 1
327 175 5000 5
348 237 5000 1
448 149 2410 0
439 33 406 3
364 33 5000 3
350 43 5000 4
111 37 4388 4
268 308 2523 2
259 181 5000 0
319 118 5000 1
198 153 5000 3
451 278 5000 5
10 134 273 5
173 294 5000 5
56 136 5000 2
29 238 5000 1
218 0 208 5
351 262 5000 0
413 166 5000 0
262 51 5000 3
417 212 5000 1
353 117 5000 1
151 261 5000 5
389 16 5000 4
243 80 5000 5
459 188 3771 1
113 247 4947 5
304 73 5000 2
184 171 5000 2
91 244 5000 3
272 311 5000 0
422 30 95 2
190 303 2967 2
287 182 3744 2
307 123 5000 4
270 284 5000 0
118 200 5000 2
79 211 5000 5
170 141 5000 0
261 283 5000 4
133 227 5000 0
230 303 5000 1
143 255 5000 0
330 186 5000 5
367 151 5000 0
273 34 4712 0
430 44 218 5
148 124 5000 2
211 212 5000 4
298 100 5000 3
226 186 5000 2
21 204 5000 4
1 216 1440 3
347 7 1009 1
319 267 5000 4
297 2 509 1
320 244 5000 1
43 131 5000 5
159 138 5000 4
92 147 5000 1
196 228 5000 2
79 51 5000 2
188 94 3654 1
353 260 5000 4
66 32 1811 5
124 228 5000 1
259 160 5000 5
71 207 5000 4
176 84 5000 5
296 123 5000 4
290 291 5000 5
355 94 5000 2
263 70 5000 1
346 18 5000 4
38 74 4050 3
265 109 5000 1
138 197 5000 3
47 283 5000 4
393 223 2066 4
165 320 4638 1
155 121 5000 5
192 93 5000 4
391 58 5000 2
111 87 5000 2
467 132 1560 3
267 109 5000 2
467 210 4635 1
124 117 5000 1
66 42 3982 0
314 139 5000 2
323 217 5000 5
360 66 5000 5
11 227 5000 5
376 129 5000 3
314 271 5000 5
292 148 5000 0
194 56 5000 1
411 234 3134 0
384 14 3641 5
189 27 5000 5
368 207 5000 1
100 21 1679 1
72 311 5000 5
439 279 78 3
392 4 792 1
88 49 5000 2
274 183 764 5
213 61 5000 3
131 127 5000 2
423 141 5000 0
72 134 5000 0
422 233 2210 4
23 176 4475 3
266 191 5000 1
149 155 5000 4
166 97 5000 2
30 87 43 4
121 82 2440 3
21 164 5000 0
475 43 5000 5
156 111 5000 3
395 126 5000 5
437 291 5000 2
441 263 242 5
377 199 4635 4
37 115 5000 0
90 310 1197 4
153 198 5000 2
364 230 5000 1
69 200 5000 1
397 72 5000 3
441 250 2279 0
92 57 3496 3
106 254 4713 5
11 225 5000 2
344 97 5000 4
205 168 5000 5
106 249 1073 0
381 271 998 0
474 18 5000 3
175 37 5000 0
381 172 5000 4
272 279 5000 2
406 241 5000 3
170 25 5000 4
150 193 5000 5
370 143 5000 1
139 80 5000 1
231 166 157 4
178 139 5000 5
183 189 5000 1
326 184 5000 3
125 243 5000 3
371 155 5000 0
415 194 5000 2
156 219 5000 3
147 237 5000 5
173 301 5000 4
376 5 2258 1
336 10 3638 2
442 43 5000 4
451 319 521 5
452 20 2217 5
479 41 5000 3
456 228 5000 0
233 227 5000 5
228 174 5000 2
261 80 5000 5
374 144 5000 2
35 228 4440 0
368 97 5000 4
183 289 501 3
443 224 195 5
379 301 5000 4
326 306 5000 4
186 41 3743 4
462 53 5000 5
229 116 5000 0
78 192 5000 3
251 220 5000 0
139 89 5000 3
331 54 5000 4
70 168 5000 4
151 255 2663 3
438 217 1663 0
126 86 5000 2
337 32 5000 2
192 118 5000 3
28 249 5000 0
419 132 5000 5
123 273 5000 4
425 36 5000 3
196 53 5000 3
343 165 5000 4
71 136 5000 5
408 87 5000 2
69 116 5000 3
439 75 213 1
358 204 5000 0
359 191 4396 2
301 225 3618 4
181 119 5000 3
454 104 5000 0
148 146 5000 0
56 17 2045 0
197 284 5000 5
459 178 5000 5
450 61 1230 3
400 281 5000 3
78 258 5000 3
175 225 5000 2
347 202 5000 0
287 68 5000 0
395 198 3801 5
435 57 3746 1
367 205 2091 2
203 319 5000 3
140 177 5000 2
332 111 5000 2
448 220 5000 3
424 71 5000 5
14 242 5000 2
207 177 5000 1
379 3 1562 4
464 130 1930 2
408 147 5000 0
277 255 2211 3
218 181 5000 0
128 205 5000 4
343 195 5000 0
276 199 4230 2
270 192 3237 5
473 13 4372 1
434 221 1116 3
310 27 5000 5
329 183 5000 1
200 7 2740 4
451 304 5000 1
452 117 5000 5
30 261 5000 4
371 50 5000 1
31 230 5000 3
76 58 5000 0
309 75 5000 3
254 258 5000 0
22 116 5000 3
1 312 3061 4
333 134 5000 0
341 36 5000 4
47 264 5000 0
274 255 5000 3
146 204 5000 1
66 283 1048 1
134 248 5000 5
317 159 5000 1
269 165 4994 1
226 105 5000 1
65 243 5000 2
427 202 5000 2
227 284 653 5
240 93 5000 2
279 235 5000 0
344 227 5000 2
250 146 5000 1
467 97 2700 0
289 14 1037 3
37 164 5000 3
423 58 5000 5
142 9 2446 0
306 66 5000 5
116 60 5000 3
453 275 3063 3
465 304 3662 4
53 37 511 3
478 217 90 0
337 54 5000 1
422 4 460 0
31 236 5000 5
104 209 5000 5
77 95 218 3
205 44 2581 3
11 1 461 4
323 96 5000 4
418 220 5000 0
351 209 5000 3
385 201 194 5
441 144 1198 4
146 187 5000 4
236 186 5000 2
